molecule,number,FDA,approved,name,mz,smiles,mw,alogp,hba,hbd,psa,rotb,arom,alerts,qed,pains,fsp3,cacao,half,life,logs,logd,bioconcen,igc50,lc50fm,lc50dm,npscore,chelator,Nr-ar,Nr-ar-lbd,Nr-ahr,Nr-aromatase,Nr-er,Nr-er-lbd,Nr-ppar-gamma,Sr-are,Sr-atad5,Sr-hse,Sr-mmp,Sr-p53,herg
,,131.6,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8,0.726
,,135,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8,0.726
,,138.2,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8,0.726
,,144,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8,0.726
,,145,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8,0.726
,,148,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8,0.726
,,153.3,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8,0.726
,,156.1,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8,0.726
,,157,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8,0.726
,,164.9,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8,0.726
,,172.3,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8,0.726
,,174.1,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8,0.726
,,182.3,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8,0.726
,,185.3,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8,0.726
,,193.3,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8,0.726
,,198.2,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8,0.726
,,205.9,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8,0.726
,,210.2,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8,0.726
,,211.5,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8,0.726
,,217.5,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8,0.726
,,221,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8,0.726
,,224.4,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8,0.726
,,226.4,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8,0.726
,,228.5,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8,0.726
,,229.3,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8,0.726
,,235.1,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8,0.726
,,241.9,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8,0.726
,,247.5,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8,0.726
,,252.2,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8,0.726
,,253,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8,0.726
,,270.5,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8,0.726
,,271.5,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8,0.726
,,288.3,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8,0.726
,,261.1024,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8,0.726
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8,0.726
