molecule,number,FDA,approved,name,mz,smiles,mw,alogp,hba,hbd,psa,rotb,arom,alerts,qed,pains,fsp3,cacao,half,life,logs,logd,bioconcen,igc50,lc50fm,lc50dm,npscore,chelator,Nr-ar,Nr-ar-lbd,Nr-ahr,Nr-aromatase,Nr-er,Nr-er-lbd,Nr-ppar-gamma,Sr-are,Sr-atad5,Sr-hse,Sr-mmp,Sr-p53,herg,hepatotox,ames,skin,dili
,,173.065,,262.225,-0.2035,4,1,104.57,2,2,4,0.3498396395,,,,0,0.091,-5.125,,,,,,,,,-0.788,0,0,0.8,0.8,0,0.2,0,0,0.8,0.8,0.6,0.8,1,0.248,0.56,0.924,0.34,0.75
,,175.0443,,262.225,-0.2035,4,1,104.57,2,2,4,0.3498396395,,,,0,0.091,-5.125,,,,,,,,,-0.788,0,0,0.8,0.8,0,0.2,0,0,0.8,0.8,0.6,0.8,1,0.248,0.56,0.924,0.34,0.75
,,185.0735,,262.225,-0.2035,4,1,104.57,2,2,4,0.3498396395,,,,0,0.091,-5.125,,,,,,,,,-0.788,0,0,0.8,0.8,0,0.2,0,0,0.8,0.8,0.6,0.8,1,0.248,0.56,0.924,0.34,0.75
,,187.0534,,262.225,-0.2035,4,1,104.57,2,2,4,0.3498396395,,,,0,0.091,-5.125,,,,,,,,,-0.788,0,0,0.8,0.8,0,0.2,0,0,0.8,0.8,0.6,0.8,1,0.248,0.56,0.924,0.34,0.75
,,188.0378,,262.225,-0.2035,4,1,104.57,2,2,4,0.3498396395,,,,0,0.091,-5.125,,,,,,,,,-0.788,0,0,0.8,0.8,0,0.2,0,0,0.8,0.8,0.6,0.8,1,0.248,0.56,0.924,0.34,0.75
,,197.0377,,262.225,-0.2035,4,1,104.57,2,2,4,0.3498396395,,,,0,0.091,-5.125,,,,,,,,,-0.788,0,0,0.8,0.8,0,0.2,0,0,0.8,0.8,0.6,0.8,1,0.248,0.56,0.924,0.34,0.75
,,198.0418,,262.225,-0.2035,4,1,104.57,2,2,4,0.3498396395,,,,0,0.091,-5.125,,,,,,,,,-0.788,0,0,0.8,0.8,0,0.2,0,0,0.8,0.8,0.6,0.8,1,0.248,0.56,0.924,0.34,0.75
,,229.0678,,262.225,-0.2035,4,1,104.57,2,2,4,0.3498396395,,,,0,0.091,-5.125,,,,,,,,,-0.788,0,0,0.8,0.8,0,0.2,0,0,0.8,0.8,0.6,0.8,1,0.248,0.56,0.924,0.34,0.75
,,231.0426,,262.225,-0.2035,4,1,104.57,2,2,4,0.3498396395,,,,0,0.091,-5.125,,,,,,,,,-0.788,0,0,0.8,0.8,0,0.2,0,0,0.8,0.8,0.6,0.8,1,0.248,0.56,0.924,0.34,0.75
,,50.2,,262.225,-0.2035,4,1,104.57,2,2,4,0.3498396395,,,,0,0.091,-5.125,,,,,,,,,-0.788,0,0,0.8,0.8,0,0.2,0,0,0.8,0.8,0.6,0.8,1,0.248,0.56,0.924,0.34,0.75
,,54.2,,262.225,-0.2035,4,1,104.57,2,2,4,0.3498396395,,,,0,0.091,-5.125,,,,,,,,,-0.788,0,0,0.8,0.8,0,0.2,0,0,0.8,0.8,0.6,0.8,1,0.248,0.56,0.924,0.34,0.75
,,55.4,,262.225,-0.2035,4,1,104.57,2,2,4,0.3498396395,,,,0,0.091,-5.125,,,,,,,,,-0.788,0,0,0.8,0.8,0,0.2,0,0,0.8,0.8,0.6,0.8,1,0.248,0.56,0.924,0.34,0.75
,,57.4,,262.225,-0.2035,4,1,104.57,2,2,4,0.3498396395,,,,0,0.091,-5.125,,,,,,,,,-0.788,0,0,0.8,0.8,0,0.2,0,0,0.8,0.8,0.6,0.8,1,0.248,0.56,0.924,0.34,0.75
,,68.1,,262.225,-0.2035,4,1,104.57,2,2,4,0.3498396395,,,,0,0.091,-5.125,,,,,,,,,-0.788,0,0,0.8,0.8,0,0.2,0,0,0.8,0.8,0.6,0.8,1,0.248,0.56,0.924,0.34,0.75
,,69.2,,262.225,-0.2035,4,1,104.57,2,2,4,0.3498396395,,,,0,0.091,-5.125,,,,,,,,,-0.788,0,0,0.8,0.8,0,0.2,0,0,0.8,0.8,0.6,0.8,1,0.248,0.56,0.924,0.34,0.75
,,73.1,,262.225,-0.2035,4,1,104.57,2,2,4,0.3498396395,,,,0,0.091,-5.125,,,,,,,,,-0.788,0,0,0.8,0.8,0,0.2,0,0,0.8,0.8,0.6,0.8,1,0.248,0.56,0.924,0.34,0.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.788,0,0,0.8,0.8,0,0.2,0,0,0.8,0.8,0.6,0.8,1,0.248,0.56,0.924,0.34,0.75
