molecule,number,FDA,approved,name,mz,smiles,mw,alogp,hba,hbd,psa,rotb,arom,alerts,qed,pains,fsp3,cacao,half,life,logs,logd,bioconcen,igc50,lc50fm,lc50dm,npscore,chelator,Nr-ar,Nr-ar-lbd,Nr-ahr,Nr-aromatase,Nr-er,Nr-er-lbd,Nr-ppar-gamma,Sr-are,Sr-atad5,Sr-hse,Sr-mmp,Sr-p53,herg
,,128.9,,232.283,1.8551,2,2,54.12,4,2,0,0.8449349533,,,,0,0.308,-4.736,,,,,,,,,-0.519,0,0,0,0.8,0,0.2,0,0,0.4,0.4,0,0,0,0.374
,,131.8,,232.283,1.8551,2,2,54.12,4,2,0,0.8449349533,,,,0,0.308,-4.736,,,,,,,,,-0.519,0,0,0,0.8,0,0.2,0,0,0.4,0.4,0,0,0,0.374
,,143.3,,232.283,1.8551,2,2,54.12,4,2,0,0.8449349533,,,,0,0.308,-4.736,,,,,,,,,-0.519,0,0,0,0.8,0,0.2,0,0,0.4,0.4,0,0,0,0.374
,,147.8,,232.283,1.8551,2,2,54.12,4,2,0,0.8449349533,,,,0,0.308,-4.736,,,,,,,,,-0.519,0,0,0,0.8,0,0.2,0,0,0.4,0.4,0,0,0,0.374
,,156.6,,232.283,1.8551,2,2,54.12,4,2,0,0.8449349533,,,,0,0.308,-4.736,,,,,,,,,-0.519,0,0,0,0.8,0,0.2,0,0,0.4,0.4,0,0,0,0.374
,,159.1,,232.283,1.8551,2,2,54.12,4,2,0,0.8449349533,,,,0,0.308,-4.736,,,,,,,,,-0.519,0,0,0,0.8,0,0.2,0,0,0.4,0.4,0,0,0,0.374
,,159.9,,232.283,1.8551,2,2,54.12,4,2,0,0.8449349533,,,,0,0.308,-4.736,,,,,,,,,-0.519,0,0,0,0.8,0,0.2,0,0,0.4,0.4,0,0,0,0.374
,,162,,232.283,1.8551,2,2,54.12,4,2,0,0.8449349533,,,,0,0.308,-4.736,,,,,,,,,-0.519,0,0,0,0.8,0,0.2,0,0,0.4,0.4,0,0,0,0.374
,,174.2,,232.283,1.8551,2,2,54.12,4,2,0,0.8449349533,,,,0,0.308,-4.736,,,,,,,,,-0.519,0,0,0,0.8,0,0.2,0,0,0.4,0.4,0,0,0,0.374
,,191.2,,232.283,1.8551,2,2,54.12,4,2,0,0.8449349533,,,,0,0.308,-4.736,,,,,,,,,-0.519,0,0,0,0.8,0,0.2,0,0,0.4,0.4,0,0,0,0.374
,,198,,232.283,1.8551,2,2,54.12,4,2,0,0.8449349533,,,,0,0.308,-4.736,,,,,,,,,-0.519,0,0,0,0.8,0,0.2,0,0,0.4,0.4,0,0,0,0.374
,,215,,232.283,1.8551,2,2,54.12,4,2,0,0.8449349533,,,,0,0.308,-4.736,,,,,,,,,-0.519,0,0,0,0.8,0,0.2,0,0,0.4,0.4,0,0,0,0.374
,,216.3,,232.283,1.8551,2,2,54.12,4,2,0,0.8449349533,,,,0,0.308,-4.736,,,,,,,,,-0.519,0,0,0,0.8,0,0.2,0,0,0.4,0.4,0,0,0,0.374
,,233,,232.283,1.8551,2,2,54.12,4,2,0,0.8449349533,,,,0,0.308,-4.736,,,,,,,,,-0.519,0,0,0,0.8,0,0.2,0,0,0.4,0.4,0,0,0,0.374
,,55.8,,232.283,1.8551,2,2,54.12,4,2,0,0.8449349533,,,,0,0.308,-4.736,,,,,,,,,-0.519,0,0,0,0.8,0,0.2,0,0,0.4,0.4,0,0,0,0.374
,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.519,0,0,0,0.8,0,0.2,0,0,0.4,0.4,0,0,0,0.374
