Mz,pains,,fsp3,cacao,halflife,logs,logd,bioconcentration,igc50,lc50fm,lc50dm,npscore,chelator,Nr-ar,Nr-ar-lbd,Nr-ahr,Nr-aromatase,Nr-er,Nr-er-lbd,Nr-ppar-gamma,Sr-are,Sr-atad5,Sr-hse,Sr-mmp,Sr-p53
275.0889,0,0.125,-5.369,3.137,-6.796,4.519,2.164,4.959,6.446,7.507,,-1.566,0,0,0,1,0.4,0.6,0,1,0.4,0,0.2,1,1
282.08685,0,0.125,-5.369,3.137,-6.796,4.519,2.164,4.959,6.446,7.507,,-1.566,0,0,0,1,0.4,0.6,0,1,0.4,0,0.2,1,1
285.0657,0,0.125,-5.369,3.137,-6.796,4.519,2.164,4.959,6.446,7.507,,-1.566,0,0,0,1,0.4,0.6,0,1,0.4,0,0.2,1,1
288.34637,0,0.125,-5.369,3.137,-6.796,4.519,2.164,4.959,6.446,7.507,,-1.566,0,0,0,1,0.4,0.6,0,1,0.4,0,0.2,1,1
299.648,0,0.125,-5.369,3.137,-6.796,4.519,2.164,4.959,6.446,7.507,,-1.566,0,0,0,1,0.4,0.6,0,1,0.4,0,0.2,1,1
300.0755,0,0.125,-5.369,3.137,-6.796,4.519,2.164,4.959,6.446,7.507,,-1.566,0,0,0,1,0.4,0.6,0,1,0.4,0,0.2,1,1
301.17913,0,0.125,-5.369,3.137,-6.796,4.519,2.164,4.959,6.446,7.507,,-1.566,0,0,0,1,0.4,0.6,0,1,0.4,0,0.2,1,1
301.355,0,0.125,-5.369,3.137,-6.796,4.519,2.164,4.959,6.446,7.507,,-1.566,0,0,0,1,0.4,0.6,0,1,0.4,0,0.2,1,1
301.84674,0,0.125,-5.369,3.137,-6.796,4.519,2.164,4.959,6.446,7.507,,-1.566,0,0,0,1,0.4,0.6,0,1,0.4,0,0.2,1,1
301.9005,0,0.125,-5.369,3.137,-6.796,4.519,2.164,4.959,6.446,7.507,,-1.566,0,0,0,1,0.4,0.6,0,1,0.4,0,0.2,1,1
302.092,0,0.125,-5.369,3.137,-6.796,4.519,2.164,4.959,6.446,7.507,,-1.566,0,0,0,1,0.4,0.6,0,1,0.4,0,0.2,1,1
302.7394,0,0.125,-5.369,3.137,-6.796,4.519,2.164,4.959,6.446,7.507,,-1.566,0,0,0,1,0.4,0.6,0,1,0.4,0,0.2,1,1
302.95,0,0.125,-5.369,3.137,-6.796,4.519,2.164,4.959,6.446,7.507,,-1.566,0,0,0,1,0.4,0.6,0,1,0.4,0,0.2,1,1
303.084625,0,0.125,-5.369,3.137,-6.796,4.519,2.164,4.959,6.446,7.507,,-1.566,0,0,0,1,0.4,0.6,0,1,0.4,0,0.2,1,1
304.9719,0,0.125,-5.369,3.137,-6.796,4.519,2.164,4.959,6.446,7.507,,-1.566,0,0,0,1,0.4,0.6,0,1,0.4,0,0.2,1,1
305.464,0,0.125,-5.369,3.137,-6.796,4.519,2.164,4.959,6.446,7.507,,-1.566,0,0,0,1,0.4,0.6,0,1,0.4,0,0.2,1,1
328.0715,0,0.125,-5.369,3.137,-6.796,4.519,2.164,4.959,6.446,7.507,,-1.566,0,0,0,1,0.4,0.6,0,1,0.4,0,0.2,1,1
369.1273,0,0.125,-5.369,3.137,-6.796,4.519,2.164,4.959,6.446,7.507,,-1.566,0,0,0,1,0.4,0.6,0,1,0.4,0,0.2,1,1
387.9171,0,0.125,-5.369,3.137,-6.796,4.519,2.164,4.959,6.446,7.507,,-1.566,0,0,0,1,0.4,0.6,0,1,0.4,0,0.2,1,1
