molecule,number,FDA,approved,name,mz,smiles,mw,alogp,hba,hbd,psa,rotb,arom,alerts,qed,pains,fsp3,cacao,half,life,logs,logd,bioconcen,igc50,lc50fm,lc50dm,npscore,chelator,Nr-ar,Nr-ar-lbd,Nr-ahr,Nr-aromatase,Nr-er,Nr-er-lbd,Nr-ppar-gamma,Sr-are,Sr-atad5,Sr-hse,Sr-mmp,Sr-p53,herg
,,365.1883,,608.688,4.1711,10,1,117.78,8,3,1,0.373566692,,,,0,0.515,-5.309,,,,,,,,,0.933,0,0.2,0,1,0.6,0,0,0,0.4,0.2,0.2,0.6,0.4,0.714
,,366.1751,,608.688,4.1711,10,1,117.78,8,3,1,0.373566692,,,,0,0.515,-5.309,,,,,,,,,0.933,0,0.2,0,1,0.6,0,0,0,0.4,0.2,0.2,0.6,0.4,0.714
,,368.1766,,608.688,4.1711,10,1,117.78,8,3,1,0.373566692,,,,0,0.515,-5.309,,,,,,,,,0.933,0,0.2,0,1,0.6,0,0,0,0.4,0.2,0.2,0.6,0.4,0.714
,,397.2122,,608.688,4.1711,10,1,117.78,8,3,1,0.373566692,,,,0,0.515,-5.309,,,,,,,,,0.933,0,0.2,0,1,0.6,0,0,0,0.4,0.2,0.2,0.6,0.4,0.714
,,397.2718,,608.688,4.1711,10,1,117.78,8,3,1,0.373566692,,,,0,0.515,-5.309,,,,,,,,,0.933,0,0.2,0,1,0.6,0,0,0,0.4,0.2,0.2,0.6,0.4,0.714
,,398.2098,,608.688,4.1711,10,1,117.78,8,3,1,0.373566692,,,,0,0.515,-5.309,,,,,,,,,0.933,0,0.2,0,1,0.6,0,0,0,0.4,0.2,0.2,0.6,0.4,0.714
,,413.2029,,608.688,4.1711,10,1,117.78,8,3,1,0.373566692,,,,0,0.515,-5.309,,,,,,,,,0.933,0,0.2,0,1,0.6,0,0,0,0.4,0.2,0.2,0.6,0.4,0.714
,,436.2064,,608.688,4.1711,10,1,117.78,8,3,1,0.373566692,,,,0,0.515,-5.309,,,,,,,,,0.933,0,0.2,0,1,0.6,0,0,0,0.4,0.2,0.2,0.6,0.4,0.714
,,448.1936,,608.688,4.1711,10,1,117.78,8,3,1,0.373566692,,,,0,0.515,-5.309,,,,,,,,,0.933,0,0.2,0,1,0.6,0,0,0,0.4,0.2,0.2,0.6,0.4,0.714
,,577.252,,608.688,4.1711,10,1,117.78,8,3,1,0.373566692,,,,0,0.515,-5.309,,,,,,,,,0.933,0,0.2,0,1,0.6,0,0,0,0.4,0.2,0.2,0.6,0.4,0.714
,,591.2754,,608.688,4.1711,10,1,117.78,8,3,1,0.373566692,,,,0,0.515,-5.309,,,,,,,,,0.933,0,0.2,0,1,0.6,0,0,0,0.4,0.2,0.2,0.6,0.4,0.714
,,609.2787,,608.688,4.1711,10,1,117.78,8,3,1,0.373566692,,,,0,0.515,-5.309,,,,,,,,,0.933,0,0.2,0,1,0.6,0,0,0,0.4,0.2,0.2,0.6,0.4,0.714
,,42.6,,608.688,4.1711,10,1,117.78,8,3,1,0.373566692,,,,0,0.515,-5.309,,,,,,,,,0.933,0,0.2,0,1,0.6,0,0,0,0.4,0.2,0.2,0.6,0.4,0.714
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.933,0,0.2,0,1,0.6,0,0,0,0.4,0.2,0.2,0.6,0.4,0.714
