molecule,number,FDA,approved,name,mz,smiles,mw,alogp,hba,hbd,psa,rotb,arom,alerts,qed,pains,fsp3,cacao,half,life,logs,logd,bioconcen,igc50,lc50fm,lc50dm,npscore,chelator,Nr-ar,Nr-ar-lbd,Nr-ahr,Nr-aromatase,Nr-er,Nr-er-lbd,Nr-ppar-gamma,Sr-are,Sr-atad5,Sr-hse,Sr-mmp,Sr-p53,herg,hepatotox,ames,skin,dili
,,121.4,,243.219,-2.563,7,4,130.83,2,1,0,0.4489304892,,,,0,0.556,-5.91,,,,,,,,,1.545,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,1,0.207,0.954,0.066,0.32,0.99
,,123.6,,243.219,-2.563,7,4,130.83,2,1,0,0.4489304892,,,,0,0.556,-5.91,,,,,,,,,1.545,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,1,0.207,0.954,0.066,0.32,0.99
,,125,,243.219,-2.563,7,4,130.83,2,1,0,0.4489304892,,,,0,0.556,-5.91,,,,,,,,,1.545,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,1,0.207,0.954,0.066,0.32,0.99
,,127.4,,243.219,-2.563,7,4,130.83,2,1,0,0.4489304892,,,,0,0.556,-5.91,,,,,,,,,1.545,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,1,0.207,0.954,0.066,0.32,0.99
,,133,,243.219,-2.563,7,4,130.83,2,1,0,0.4489304892,,,,0,0.556,-5.91,,,,,,,,,1.545,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,1,0.207,0.954,0.066,0.32,0.99
,,135.1,,243.219,-2.563,7,4,130.83,2,1,0,0.4489304892,,,,0,0.556,-5.91,,,,,,,,,1.545,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,1,0.207,0.954,0.066,0.32,0.99
,,138.9,,243.219,-2.563,7,4,130.83,2,1,0,0.4489304892,,,,0,0.556,-5.91,,,,,,,,,1.545,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,1,0.207,0.954,0.066,0.32,0.99
,,141,,243.219,-2.563,7,4,130.83,2,1,0,0.4489304892,,,,0,0.556,-5.91,,,,,,,,,1.545,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,1,0.207,0.954,0.066,0.32,0.99
,,142.9,,243.219,-2.563,7,4,130.83,2,1,0,0.4489304892,,,,0,0.556,-5.91,,,,,,,,,1.545,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,1,0.207,0.954,0.066,0.32,0.99
,,149,,243.219,-2.563,7,4,130.83,2,1,0,0.4489304892,,,,0,0.556,-5.91,,,,,,,,,1.545,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,1,0.207,0.954,0.066,0.32,0.99
,,151.1,,243.219,-2.563,7,4,130.83,2,1,0,0.4489304892,,,,0,0.556,-5.91,,,,,,,,,1.545,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,1,0.207,0.954,0.066,0.32,0.99
,,152.3,,243.219,-2.563,7,4,130.83,2,1,0,0.4489304892,,,,0,0.556,-5.91,,,,,,,,,1.545,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,1,0.207,0.954,0.066,0.32,0.99
,,153.3,,243.219,-2.563,7,4,130.83,2,1,0,0.4489304892,,,,0,0.556,-5.91,,,,,,,,,1.545,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,1,0.207,0.954,0.066,0.32,0.99
,,157.3,,243.219,-2.563,7,4,130.83,2,1,0,0.4489304892,,,,0,0.556,-5.91,,,,,,,,,1.545,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,1,0.207,0.954,0.066,0.32,0.99
,,161.9,,243.219,-2.563,7,4,130.83,2,1,0,0.4489304892,,,,0,0.556,-5.91,,,,,,,,,1.545,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,1,0.207,0.954,0.066,0.32,0.99
,,163,,243.219,-2.563,7,4,130.83,2,1,0,0.4489304892,,,,0,0.556,-5.91,,,,,,,,,1.545,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,1,0.207,0.954,0.066,0.32,0.99
,,167,,243.219,-2.563,7,4,130.83,2,1,0,0.4489304892,,,,0,0.556,-5.91,,,,,,,,,1.545,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,1,0.207,0.954,0.066,0.32,0.99
,,168,,243.219,-2.563,7,4,130.83,2,1,0,0.4489304892,,,,0,0.556,-5.91,,,,,,,,,1.545,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,1,0.207,0.954,0.066,0.32,0.99
,,174.4,,243.219,-2.563,7,4,130.83,2,1,0,0.4489304892,,,,0,0.556,-5.91,,,,,,,,,1.545,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,1,0.207,0.954,0.066,0.32,0.99
,,177.2,,243.219,-2.563,7,4,130.83,2,1,0,0.4489304892,,,,0,0.556,-5.91,,,,,,,,,1.545,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,1,0.207,0.954,0.066,0.32,0.99
,,180.7,,243.219,-2.563,7,4,130.83,2,1,0,0.4489304892,,,,0,0.556,-5.91,,,,,,,,,1.545,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,1,0.207,0.954,0.066,0.32,0.99
,,182.9,,243.219,-2.563,7,4,130.83,2,1,0,0.4489304892,,,,0,0.556,-5.91,,,,,,,,,1.545,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,1,0.207,0.954,0.066,0.32,0.99
,,185.1,,243.219,-2.563,7,4,130.83,2,1,0,0.4489304892,,,,0,0.556,-5.91,,,,,,,,,1.545,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,1,0.207,0.954,0.066,0.32,0.99
,,191.4,,243.219,-2.563,7,4,130.83,2,1,0,0.4489304892,,,,0,0.556,-5.91,,,,,,,,,1.545,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,1,0.207,0.954,0.066,0.32,0.99
,,195.4,,243.219,-2.563,7,4,130.83,2,1,0,0.4489304892,,,,0,0.556,-5.91,,,,,,,,,1.545,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,1,0.207,0.954,0.066,0.32,0.99
,,198.3,,243.219,-2.563,7,4,130.83,2,1,0,0.4489304892,,,,0,0.556,-5.91,,,,,,,,,1.545,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,1,0.207,0.954,0.066,0.32,0.99
,,199.5,,243.219,-2.563,7,4,130.83,2,1,0,0.4489304892,,,,0,0.556,-5.91,,,,,,,,,1.545,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,1,0.207,0.954,0.066,0.32,0.99
,,209.2,,243.219,-2.563,7,4,130.83,2,1,0,0.4489304892,,,,0,0.556,-5.91,,,,,,,,,1.545,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,1,0.207,0.954,0.066,0.32,0.99
,,226.1,,243.219,-2.563,7,4,130.83,2,1,0,0.4489304892,,,,0,0.556,-5.91,,,,,,,,,1.545,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,1,0.207,0.954,0.066,0.32,0.99
,,227.2,,243.219,-2.563,7,4,130.83,2,1,0,0.4489304892,,,,0,0.556,-5.91,,,,,,,,,1.545,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,1,0.207,0.954,0.066,0.32,0.99
,,244.4,,243.219,-2.563,7,4,130.83,2,1,0,0.4489304892,,,,0,0.556,-5.91,,,,,,,,,1.545,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,1,0.207,0.954,0.066,0.32,0.99
,,211.0859,,243.219,-2.563,7,4,130.83,2,1,0,0.4489304892,,,,0,0.556,-5.91,,,,,,,,,1.545,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,1,0.207,0.954,0.066,0.32,0.99
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.545,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,1,0.207,0.954,0.066,0.32,0.99
