molecule,number,FDA,approved,name,mz,smiles,mw,alogp,hba,hbd,psa,rotb,arom,alerts,qed,pains,fsp3,cacao,half,life,logs,logd,bioconcen,igc50,lc50fm,lc50dm,npscore,chelator,Nr-ar,Nr-ar-lbd,Nr-ahr,Nr-aromatase,Nr-er,Nr-er-lbd,Nr-ppar-gamma,Sr-are,Sr-atad5,Sr-hse,Sr-mmp,Sr-p53,herg,hepatotox,ames,skin,dili
,,88.9,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,89.2,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,93.3,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,95.1,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,99.2,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,101.7,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,106.9,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,109.1,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,111.7,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,112.1,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,113.2,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,121.2,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,122.3,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,129.9,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,133.1,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,135.2,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,137.1,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,139.2,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,147.8,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,149.3,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,151.2,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,152.3,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,162.9,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,167,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,177.1,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,195.2,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,212.1,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,72.0802,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
